FishID,Lake,Mass_g,Ectoparasites_YN,SL_mm,BodyDepth,BuccalCavityLength,Sex_MFU,ProcessedBy,GapeWidth,EpWidth,RakerNum,ProcessedBy,Scale ,Caudal Peduncle depth PINK ,Mouth Length  YELLOW ,Snout Length DARK BLUE,Eye Length GREEN ,Head length RED ,Standard Length BLACK ,Caudal peduncle,Jaw Length,Snout Length,Eye Diameter,Head Length,SL,RakerLength1,RakerLength2,RakerLength3,RakerLength4,IRSpace1,IRSpace2,IRSpace3,,Notes
S180735,Long,0.36,N,37.52,6.82,9.04,M,Grant,1.63,3.96,21,Grant,1800.16,60.42,87.93,106.58,120.6,409.89,1440.56,0.167818416,0.244228291,0.296029242,0.334970225,1.138482135,4.001199893,,,,,,,,,
S180736,Long,0.95,N,50.16,9.64,11.37,M,Grant,2.66,5.3,24,Grant,1794.81,80.19,117.74,155.36,157.01,578.58,1938,0.22339412,0.328001293,0.432803472,0.437400059,1.611814064,5.398900162,,,,,,,,,
S180737,Long,0.96,N,50.26,9.46,11.22,M,Grant,2.39,5.04,24,Grant,1801.44,88.76,123.23,147.33,153.46,562.6,1914.04,0.246358469,0.34203193,0.408922862,0.425937028,1.561528555,5.312527756,,,,,,,,,
S180738,Long,0.79,N,47.19,9.09,11.38,M,Louis,,,,,1818.99,79.88,114.95,145.5,162.69,569.37,1839.64,0.2195724,0.31597205,0.399947224,0.44719872,1.565071826,5.056762269,,,,,,,,,
S180739,Long,1.03,N,52.5,10.23,11.9,F,Louis,,,,,1795.97,79.49,117.39,146.24,158.45,576.19,2020.72,0.221301024,0.326815036,0.40713375,0.441126522,1.604119222,5.625706443,,,,,,,,,
S180740,Long,1.07,N,53.15,10.41,12.74,M,Louis,,,,,1796.26,83.7,128.92,160.23,155.11,596.66,2034.46,0.232984089,0.358856736,0.446010043,0.431758209,1.660839745,5.663044325,,,,,,,,,
S180741,Long,1.13,N,51.6,10.26,12.87,M,Louis,,,,,1806.25,92.86,132.06,157.03,166.72,586,2010.44,0.257051903,0.365564014,0.434685121,0.461508651,1.622145329,5.565231834,,,,,,,,,
S180742,Long,0.46,N,40.06,7.77,7.95,F,Louis,,,,,1807.21,62.11,89.59,105.12,119.1,415.44,1544.19,0.171839465,0.247868261,0.290835044,0.329513449,1.14939603,4.272303717,,,,,,,,,
S180743,Long,1.39,Y,52.8,11.06,12.47,M,Louis,,,,,1808.24,91.22,135.83,162.15,181.84,630.94,2088.22,0.252234217,0.375586205,0.448364155,0.502809362,1.744624607,5.774178206,,,,,,,,,
S180744,Long,1.1,N,52.99,10.36,12.88,M,Louis,,,,,1802.56,91.12,136.95,169.5,167.48,622.54,2098.95,0.252751642,0.379876398,0.470164655,0.464561513,1.726821853,5.822136295,,,,,,,,,
S180745,Long,0.57,N,40.17,8.04,9.19,M,Louis,,,,,,,,,,,,,,,,,,,,,,,,,,
S180931,Long,0.85,Y,47.53,9.06,11.11,M,Grant,,,,,3638.9,139.59,256.88,313.14,306.96,1095.69,3474.66,0.191802468,0.352963808,0.430267389,0.421775811,1.505523647,4.774327407,,,,,,,,,Mussel cysts
S180932,Long,1.31,Y,53.12,10.24,11.64,F,Grant,2.25,5.64,24,Grant,3629.96,157.18,253.03,313.5,293.3,1158.87,3855.74,0.216503763,0.348530011,0.43182294,0.403998942,1.596257259,5.310995162,,,,,,,,,
S180933,Long,1.39,Y,53.92,10.63,12.99,M,Grant,2.8,6.06,22,Grant,3606.47,187.1,276.09,350.8,348.05,1234.32,3996.07,0.259394921,0.38277041,0.486348147,0.482535554,1.711257823,5.540140359,,,,,,,,,
S180934,Long,0.93,N,47.06,9.13,11.55,M,Grant,2.44,5.15,22,Grant,3596.02,155.13,240.31,318.95,298.83,1077.71,3493.67,0.215696798,0.334133292,0.443476399,0.415501026,1.498476093,4.85768989,,,,,,,,,
S180935,Long,0.75,Y,44.81,9.1,10.37,M,Grant,2.38,4.95,23,Grant,3609.67,128.39,241.66,278.01,285.63,993.16,3264.09,0.177841742,0.334739741,0.385090604,0.395645585,1.375693623,4.521313583,,,,,,,,,Mussel cyst
S180936,Long,0.76,N,45.02,8.85,10.21,M,Grant,2.46,4.69,23,Grant,3613.99,144.01,250.07,301.83,277.87,1053.68,3291.7,0.199239622,0.345974947,0.41758555,0.384436592,1.457779352,4.554107787,,,,,,,,,
S180937,Long,0.84,Y,48.35,8.9,10.58,M,Grant,,,,,3631.94,132.46,231.5,316,301.68,1098.69,3553.3,0.182354334,0.318700199,0.435029213,0.415315231,1.512538753,4.8917383,,,,,,,,,Mussel cysts
S180938,Long,0.83,N,45.97,8.51,9.73,M,Grant,2.13,4.74,21,Grant,3630.43,146.58,254.97,282.68,257.84,999.11,3384.95,0.201876913,0.35115675,0.389320273,0.35510945,1.376021573,4.661913327,,,,,,,,,
S180939,Long,0.77,N,47.08,8.74,10.17,M,Louis,,,,,3616.51,144.9,211.23,280.32,292.89,1046,3482.88,0.200331259,0.292035692,0.387555959,0.404934592,1.446145593,4.815250062,,,,,,,,,
S180940,Long,0.59,N,41.62,8.15,9.17,M,Louis,,,,,3618.45,124.08,237.04,271.31,268.8,954,3130.3,0.171454628,0.327543562,0.374898092,0.371429756,1.318244,4.325470851,,,,,,,,,
S180941,Long,0.71,N,44.01,8.25,10.09,M,Louis,,,,,3601.11,139.74,237.16,292.05,270.5,1005.07,3288.97,0.194023509,0.329287359,0.405499971,0.375578641,1.395500276,4.566605852,,,,,,,,,
S180976,Long,0.68,N,47.68,8.63,11.36,M,Louis,,,,,3623.96,153.76,240.56,302.68,295.28,1093.99,3545.2,0.212143622,0.331902118,0.417609466,0.40739964,1.509384761,4.891334341,,,,,,,,,
S180977,Long,0.68,N,43.87,8.8,9.31,M,Louis,,,,,3596.02,142.93,211.7,289.48,280,993.81,3264.83,0.1987336,0.294353202,0.402500542,0.389319303,1.381819345,4.539504786,,,,,,,,,
S180978,Long,0.62,N,43.66,8.42,9.42,M,Louis,,,,,3608.53,130.48,207.1,280.02,259.64,942.21,3212.4,0.180793841,0.286958956,0.387997329,0.359758683,1.305531615,4.451119985,,,,,,,,,
S180979,Long,0.63,N,43.55,7.61,10,M,Louis,,,,,3598.98,137.93,231.5,269.98,260.56,940.61,3200,0.191623738,0.321618903,0.375078495,0.361991453,1.30677303,4.445704061,,,,,,,,,
S180980,Long,0.43,N,38.92,7.39,8.95,F,Louis,,,,,3589.58,113.03,168.42,233.58,230.98,804.71,2966.75,0.157441818,0.234595691,0.325358399,0.321736805,1.120897152,4.13244725,,,,,,,,,
S180981,Long,1.69,N,58.4,11.69,13.5,M,Louis,3.34,6.38,21,Grant,3614.86,192.48,278.26,400.08,342.65,1348.08,4364.74,0.266234377,0.384883509,0.553382427,0.473946432,1.864636528,6.037218592,,,,,,,,,
S180982,Long,0.81,Y,46.46,8.72,10.23,M,Louis,2.23,4.94,22,Grant,3595.25,148.86,243.89,304,277.07,1030.38,3410.56,0.207023156,0.339183645,0.422780057,0.385327863,1.432974063,4.743147208,,,,,,,,,Black spot left side
S180983,Long,1.17,N,54.57,10.27,12.76,M,Louis,2.73,5.57,24,Grant,3606.47,166.88,270.13,362.67,352.35,1233.82,4046.15,0.231361969,0.374507482,0.502804682,0.488497062,1.710564624,5.609571132,,,,,,,,,
S180984,Long,0.58,N,44.22,8.33,10.21,M,Louis,2.14,4.63,22,Grant,3605.12,140.25,202.05,272.64,271.56,985.08,3262.07,0.194515023,0.280226456,0.378128883,0.376631014,1.366223593,4.524218334,,,,,,,,,
S180985,Long,0.6,N,43.15,8.21,9.45,M,Louis,1.94,4.43,19,Grant,3613.99,139.65,,,260.56,,,0.193207508,,,0.360487993,,,,,,,,,,,
S180986,Long,1.09,Y,53.74,10.15,13.29,M,Louis,2.5,6.16,23,Grant,3607.99,163.89,232.07,378.92,333.02,1276.08,4059.99,0.227120918,0.321605659,0.52511232,0.461503496,1.768408449,5.626387545,,,,,,,,,Black spot left side
S180987,Long,0.88,N,49.52,9.07,10.64,M,Louis,2.36,4.86,21,Grant,3619.96,147.54,224.8,302.69,286.84,1082.03,3686.95,0.203786782,0.310500669,0.41808473,0.396192223,1.494533089,5.092528647,,,,,,,,,
S180988,Long,0.83,N,48.01,9.06,10.81,M,Louis,2.11,4.9,22,Grant,3607.21,143.17,248.18,333.4,304.88,1114.31,3614.87,0.198449771,0.344005478,0.462130012,0.422598074,1.544559369,5.010617624,,,,,,,,,
S180989,Long,1.22,Y,52.22,10.34,11.22,F,Louis,,,,,3609.67,165.94,234.34,322.16,311.72,1144.42,3896.95,0.229854807,0.32460031,0.446245779,0.431784623,1.585214161,5.397931113,,,,,,,,,Black spots on the face and belly
S180990,Long,0.66,N,42.81,8.77,10.14,M,Louis,,,,,3606.47,142.02,236.21,280.09,293.64,1012.44,3184.46,0.196896134,0.327480889,0.388315999,0.407101681,1.403644006,4.414926507,,,,,,,,,
S180991,Long,0.56,Y,42.49,8.04,9.33,U,Louis,,,,,3614.46,127.68,224.41,263.33,257.03,950.86,3112.07,0.176623894,0.310433647,0.364272948,0.355557953,1.315355544,4.305027584,,,,,,,,,Black spots on the belly
S180992,Long,0.71,N,43.03,8.6,9.61,M,Louis,,,,,3590.03,148.48,244.5,271.06,250.99,952.02,3205.75,0.206794929,0.340526402,0.377517737,0.349565324,1.325922068,4.464795559,,,,,,,,,
S180229,Ruth,0.45,N,36.97,7.65,8.98,U,Louis,,,,,1902,69.43,94.3,115.41,121.14,452.87,1559.13,0.182518402,0.247896951,0.303391167,0.318454259,1.190509989,4.098659306,,,,,,,,,
S180230,Ruth,0.9,N,48.64,8.57,10.81,F,Louis,,,,,1893.81,70.78,106.57,134.87,152,538.06,1950.45,0.186871967,0.281364023,0.356081128,0.401307417,1.420575454,5.149539817,,,,,,,,,
S180231,Ruth,1.06,N,46.94,10.03,10.71,M,Louis,,,,,1896.15,91.02,137.12,144.15,155.03,574.42,1998.44,0.240012657,0.36157477,0.380112333,0.408802046,1.514700841,5.26973077,,,,,,,,,
S180232,Ruth,0.78,N,44.36,8.97,10.42,F,Louis,,,,,1896.77,70.78,118.39,135.01,158.17,530.3,1878.01,0.186580345,0.312083173,0.355894494,0.41694565,1.39790275,4.95054751,,,,,,,,,
S180233,Ruth,2.29,N,60.82,12.81,15.1,M,Louis,,,,,1902.01,108.37,167.61,215.24,204.73,804.2,2509.61,0.284882835,0.440612825,0.565822472,0.538193806,2.114079316,6.597257638,,,,,,,,,
S180234,Ruth,0.94,N,48.96,9.18,12.23,M,Louis,,,,,1897.15,82.3,140.09,154,164.03,600.31,1998.14,0.216904304,0.369211712,0.405871966,0.432306354,1.582136362,5.266162401,,,,,,,,,
S180235,Ruth,0.72,Y,44.42,9.01,9.68,F,Louis,,,,,1896.61,67.03,109.11,135.06,166.06,528,1825.19,0.176710025,0.287644798,0.356056332,0.437781094,1.391957229,4.811716695,,,,,,,,,White spot on left side
S180236,Ruth,1.41,N,51.54,10.98,12.53,M,Louis,,,,,1884.34,100.14,137.41,156.08,175.03,622.46,2113.03,0.265716378,0.364610421,0.414150313,0.46443317,1.651665835,5.606817241,,,,,,,,,
S180237,Ruth,2.64,N,61.17,14.27,14.03,F,Louis,3.39,7.4,21,Grant,1890.15,109.37,152.07,184.39,190.89,741.08,2605.03,0.289315663,0.402269661,0.487765521,0.504959924,1.960373515,6.891066847,,,,,,,,,
S180238,Ruth,2.23,N,57.43,13.06,14.6,M,Louis,3.71,6.8,20,Grant,1902.24,126.25,171.03,178.81,179.18,721,2376.03,0.331845614,0.449548953,0.469998528,0.470971066,1.895134158,6.24534759,,,,,,,,,
S180239,Ruth,2.78,N,62.45,14.66,15.52,F,Grant,4.12,8.35,19,Grant,1918.97,130.86,190.43,195.56,213,750.15,2592.25,0.340964163,0.496177637,0.509544183,0.554985226,1.954564167,6.754274428,,,,,,,,,
S180240,Ruth,3.17,N,66.32,13.98,15,F,Grant,,,,,1896.47,142.39,166.24,167.11,198.49,748.95,2676.67,0.375407995,0.438287977,0.440581712,0.523314368,1.974589632,7.056979546,,,,,,,,,
S180241,Ruth,0.57,Y,39.58,8.14,8.31,F,Grant,,,,,1897.46,78.85,97.2,105.69,117.64,455.69,1600.07,0.207777766,0.256131882,0.278503895,0.30999336,1.200789476,4.216347117,,,,,,,,,parasitic copepods
S180242,Ruth,0.41,N,34.57,7.38,8.01,M,Grant,,,,,1890.09,68.26,95.2,98.49,119.92,405.55,1434.2,0.180573412,0.25183986,0.260543149,0.317233571,1.072832511,3.793999228,,,,,,,,,
S180243,Ruth,1.23,N,49.54,10.64,11.02,M,Grant,,,,,1896.15,97.49,119.1,147.16,140.46,558.29,1999.09,0.257073544,0.314057432,0.388049469,0.37038209,1.472167286,5.27144477,,,,,,,,,
S180244,Ruth,1.74,N,54.29,12.54,13.27,F,Grant,,,,,1891.37,99.76,166.97,157.17,155.98,642.11,2192.01,0.263724179,0.44139962,0.415492474,0.412346606,1.69747326,5.794767814,,,,,,,,,
S180245,Ruth,0.4,N,36.06,6.96,8.05,M,Grant,,,,,1880.15,63.35,86.02,97.25,121.1,429.74,1464.44,0.168470601,0.228758344,0.258622982,0.322048773,1.142834348,3.894476505,,,,,,,,,
S180246,Ruth,0.49,N,39.69,7.68,8.68,M,Grant,,,,,1902.09,67.48,98.06,114.56,119.85,475.31,1579.93,0.177383825,0.257769086,0.301142428,0.315048184,1.249441404,4.15314207,,,,,,,,,
S180247,Ruth,0.42,N,36.85,7.03,8.06,U,Grant,,,,,1886.76,67,113.46,104.24,112.09,437.34,1524.43,0.177553054,0.300674172,0.276240751,0.297043609,1.158970934,4.039808985,,,,,,,,,
S180248,Ruth,1.16,N,49.86,10.1,12.03,M,Grant,,,,,1888.07,85.05,150.42,151.2,148.66,590.66,2024.02,0.225229997,0.398343282,0.400408883,0.393682438,1.564189887,5.360023728,,,,,,,,,
S180249,Ruth,1.55,N,48.66,11.08,11.86,M,Louis,,,,,1892.44,107.12,171.75,169.93,164.65,630.81,2178.03,0.283020862,0.453779248,0.448970641,0.435020397,1.66665786,5.754554966,,,,,,,,,
S180250,Ruth,1.09,N,47.06,9.71,11.01,F,Louis,,,,,1899.07,82.05,129.25,136.36,166.11,595.65,1992.58,0.216026792,0.340298146,0.359017835,0.437345648,1.568267626,5.246199456,,,,,,,,,
S180251,Ruth,1,N,45.6,9.44,9.72,F,Louis,,,,,1907,92.76,122.67,117.39,138.88,506.06,1881.1,0.243209229,0.321630834,0.3077871,0.364132145,1.326848453,4.932092292,,,,,,,,,
S180252,Ruth,1.46,N,55.06,10.96,12.94,M,Louis,,,,,1902.46,97.87,148.84,171.73,174.24,670.02,2220.4,0.2572196,0.391177738,0.45133669,0.457933413,1.760930585,5.835602325,,,,,,,,,
S180253,Ruth,0.47,N,37.04,7.4,9.16,M,Louis,,,,,1898.13,68.88,98.04,111.89,132.83,452.36,1581.69,0.181441735,0.258254177,0.294737452,0.349897004,1.191593832,4.166442762,,,,,,,,,
S180254,Ruth,1.1,N,47.63,10.75,11.65,U,Louis,,,,,1896.04,95.19,133.96,157,153.11,595.7,1972.03,0.251023185,0.353262589,0.414020801,0.403762579,1.570905677,5.200391342,,,,,,,,,
S180255,Ruth,0.82,N,44.55,9.34,9.62,F,Louis,,,,,1907,79.3,103.08,130.22,161.19,506.57,1806.81,0.207918196,0.270267436,0.341426324,0.422627163,1.328185632,4.737309911,,,,,,,,,
S180256,Ruth,2.66,N,62.66,13.4,15.26,M,Louis,,,,,1896.61,130.65,174.73,221.16,197.43,762.09,2576.01,0.344430326,0.460637664,0.583040267,0.52048128,2.00908463,6.791090419,,,,,,,,,
S180257,Ruth,0.56,N,38.3,8.05,8.24,M,Louis,,,,,1909.66,77.52,105.37,118.05,124.3,461.71,1596.41,0.202968068,0.275886807,0.309086434,0.325450604,1.208880115,4.179827823,,,,,,,,,
S180258,Ruth,0.65,N,40.12,8.75,8.81,F,Louis,,,,,1891.15,78.64,125.74,127.35,141.04,510.45,1749.72,0.207915818,0.332443222,0.336699892,0.3728948,1.349575655,4.626074082,,,,,,,,,
S180259,Ruth,1.62,N,53.96,11.32,12.45,M,Grant,,,,,1887.45,104.79,152.93,180.68,185.1,687.03,2216.08,0.277596758,0.405123315,0.478635196,0.490344115,1.819995232,5.870566108,,,,,,,,,
S180260,Ruth,0.32,N,30.3,7.05,6.8,U,Grant,,,,,1890.77,73.64,81.09,86.27,98.82,360.82,1284.5,0.194735478,0.214436447,0.22813457,0.261322107,0.954161532,3.396764281,,,,,,,,,
S180261,Ruth,0.4,N,36.32,6.99,8.33,M,Grant,,,,,1898.48,61.13,83.1,105.32,112.54,440.29,1476.11,0.160997219,0.218859298,0.277379799,0.296395011,1.159585563,3.887610088,,,,,,,,,
S180262,Ruth,1.03,N,49.36,10.17,11.08,F,Grant,,,,,1884.34,92.42,107.71,142.37,142.86,570.01,2030,0.245231752,0.285802987,0.377771527,0.379071717,1.512492438,5.386501374,,,,,,,,,
S180263,Ruth,2.64,Y,63.57,13.5,14.43,F,Grant,,,,,1887.45,114.65,168.98,177.21,180.69,732.01,2568.45,0.303716655,0.447640997,0.469442899,0.478661686,1.939150706,6.804021299,,,,,,,,,
S180264,Ruth,1.26,Y,51.47,10.47,11.91,M,Grant,,,,,1920.07,107.07,153.3,160.83,151.47,590.34,2074.61,0.27881796,0.399204196,0.418812856,0.394438744,1.537287703,5.402433245,,,,,,,,,
S180265,Ruth,1.2,N,50.44,10.19,11.67,M,Grant,,,,,1873.93,96.3,151.16,155.59,155.82,606.6,2078.46,0.256946631,0.403323497,0.415143575,0.415757259,1.618523637,5.54572476,,,,,,,,,
S180266,Ruth,1.07,N,46.49,9.89,9.68,F,Grant,,,,,1896.27,87.02,106.95,116.48,161.78,509.47,1926.04,0.229450448,0.282000981,0.307129259,0.426574275,1.34334773,5.078496206,,,,,,,,,Apparent worm (nematode)? protruding from vent
S180267,Ruth,1.39,N,52.02,11.04,10.84,F,Grant,,,,,1898.43,93.62,145.24,142.34,150.48,552.03,2104.02,0.246572168,0.382526614,0.374888724,0.396327492,1.453911917,5.541473744,,,,,,,,,"Apparent fibrosis, but no worms found"
S180268,Ruth,1.03,N,47.64,9.77,10.84,M,Grant,,,,,1888.15,108.34,140.36,155.76,142.62,582.77,1964.71,0.286894579,0.371686572,0.41246723,0.377671266,1.543230146,5.20273813,,,,,,,,,
S180269,Ruth,0.43,N,34.15,7.94,8.05,M,Louis,,,,,1912.02,78.03,95.59,102.26,118.09,443.02,1422.11,0.204051213,0.249971235,0.267413521,0.308809531,1.158512986,3.718868003,,,,,,,,,
S180270,Ruth,1.26,N,50.83,11.16,12.78,M,Louis,,,,,1896.15,109.18,134.4,162.05,160.46,616.32,2040.56,0.287899164,0.354402342,0.42731324,0.423120534,1.625187881,5.380797933,,,,,,,,,
S180271,Ruth,0.73,N,41.98,9.18,9.56,F,Louis,,,,,1881.38,82,103.6,117.13,149.68,464.7,1684.28,0.21792514,0.275329811,0.311287459,0.397793109,1.234997714,4.476182377,,,,,,,,,
S180272,Ruth,0.67,N,41.95,8.58,10.02,M,Louis,,,,,1901.98,85.91,118.34,127.78,139.54,497.16,1734.5,0.225843595,0.311096857,0.335913101,0.366828253,1.306953806,4.559721974,,,,,,,,,
S180273,Ruth,2.1,N,61.8,13.21,13.73,F,Louis,,,,,1889.69,133.82,141.68,165.13,187.04,666.15,2488.82,0.354079241,0.374876303,0.436923517,0.494895988,1.762590689,6.585260016,,,,,,,,,
S180274,Ruth,0.68,N,40.49,8.92,9.69,F,Louis,,,,,1888.27,87.32,100.96,110.99,129.42,448.72,1663.56,0.231216934,0.26733465,0.293893352,0.342694636,1.188177538,4.404984457,,,,,,,,,
S180275,Ruth,1.85,N,56.72,13.28,12.85,F,Louis,,,,,1898.43,107.87,130.23,161.31,158.96,612.21,2256.35,0.28410318,0.342993948,0.424851061,0.418661736,1.612411308,5.942673683,,,,,,,,,
S180276,Ruth,0.97,N,44.62,10.26,9.37,F,Louis,,,,,1902.95,89.05,109.95,123.22,146.09,516.21,1836.16,0.233978822,0.28889356,0.323760477,0.383851389,1.35634147,4.824509314,,,,,,,,,
S180277,Ruth,0.55,N,39.24,8.06,9,M,Louis,,,,,1915.92,75.69,104.32,112.96,123.3,473.6,1590,0.197529124,0.272245188,0.294793102,0.321777527,1.235959748,4.149442565,,,,,,,,,
S180278,Ruth,0.88,N,45.34,9.5,10.42,F,Louis,,,,,1920.35,79.31,112.45,150,149.16,549.92,1938.75,0.206498815,0.292785169,0.390553805,0.388366704,1.431822324,5.047907933,,,,,,,,,
S180279,Ruth,1.36,N,54.49,11.75,13.15,M,Louis,,,,,1895.94,118.71,157,180.23,160.85,649.78,2208.52,0.313063705,0.414042639,0.475305126,0.424195913,1.71360908,5.824340433,,,,,,,,,
S180280,Ruth,1.08,N,47.12,9.68,10.28,F,Louis,,,,,1898.74,105.57,118.22,134.09,161.48,562.51,1992.14,0.278000148,0.311311712,0.353102584,0.425229363,1.481271791,5.245952579,,,,,,,,,
S180281,Ruth,0.77,N,44.69,8.91,10.06,M,Louis,2.06,4.86,22,Grant,1903.36,94.28,117.8,136.13,129.87,520.33,1848.35,0.247667283,0.309452757,0.357604447,0.341159844,1.366872268,4.855492392,,,,,,,,,
S180282,Ruth,2.17,N,61.39,12.72,14.87,F,Louis,,,,,1902,133.09,169.87,164.2,173.58,654.75,2460.12,0.349868559,0.446556257,0.431650894,0.456309148,1.721214511,6.467192429,,,,,,,,,
S180283,Ruth,1.58,Y,52.14,10.91,11.04,F,Louis,,,,,1886.15,97.62,129.62,152.12,165.11,589.48,2208,0.258781115,0.343609999,0.403255308,0.437690534,1.562654084,5.853193012,,,,,,,,,White ectoparasite under skin
S180284,Ruth,1.11,N,51.16,9.78,10.86,F,Louis,,,,,1914.34,87.9,125.72,149.27,155.79,600.62,2043.9,0.229583042,0.328363823,0.389873272,0.40690264,1.568739095,5.338393389,,,,,,,,,
S180285,Ruth,1.2,N,51.61,10.01,10.63,F,Louis,,,,,1896.04,95.43,142.22,136.06,163.45,558.8,2136.03,0.251656083,0.37504483,0.358800447,0.431029936,1.473597603,5.632871669,,,,,,,,,
S180286,Ruth,0.94,N,46.26,9.82,11.14,F,Louis,,,,,1889.05,96.17,117.95,121.35,150.15,524.55,1891.08,0.254545936,0.31219396,0.321193192,0.397421985,1.388396284,5.005373071,,,,,,,,,
S180287,Ruth,0.94,N,44.61,8.69,9.74,F,Louis,,,,,1900.98,80.14,118.07,119,154.92,520.33,1830.16,0.210786016,0.310550348,0.312996455,0.40747404,1.368583573,4.813727656,,,,,,,,,
S180288,Ruth,2.73,N,62.05,13.79,14.21,M,Louis,,,,,1902.34,143.04,183.22,212.6,203.93,762.21,2512.82,0.375958031,0.48156481,0.558785496,0.535997771,2.003348508,6.604550186,,,,,,,,,
S180289,Ruth,0.6,N,41.11,7.59,9.12,M,Bailey,2.07,4.63,21,Grant,1878.35,83.16,92.7,100,122.98,458,1638.34,0.221364495,0.246759124,0.266191072,0.32736178,1.21915511,4.361114808,,,,,,,,,
S180290,Ruth,1.04,N,46.56,9.79,10.36,F,Bailey,,,,,1904.6,85.59,122.62,126.67,153.47,520.57,1856.43,0.224692849,0.321904862,0.332537016,0.402892996,1.366612412,4.873543001,,,,,,,,,
S180291,Ruth,0.87,N,44.56,9.49,9.87,F,Bailey,,,,,1896.27,80.71,112.84,118.7,145.5,494.15,1842.24,0.212812521,0.29753147,0.312982856,0.383647898,1.302952639,4.85753611,,,,,,,,,
S180292,Ruth,1.47,N,50.6,11.3,12.88,M,Bailey,,,,,1904.02,102.96,155.91,164.02,171.22,636.08,2072.15,0.270375311,0.40942322,0.430720266,0.44962763,1.670360605,5.441513219,,,,,,,,,
S180293,Ruth,1.28,N,50.7,10.44,10.25,F,Bailey,,,,,1913.07,98.86,140.25,131.49,157.32,569.14,2072.76,0.258380509,0.366557418,0.343662281,0.411171572,1.487504378,5.417365805,,,,,,,,,
S180294,Ruth,2.47,N,60.57,13.33,13.6,F,Bailey,,,,,1914.32,114.98,159.02,172.29,195.89,688.94,2536.46,0.300315517,0.415343307,0.450003134,0.511643821,1.799437921,6.624963433,,,,,,,,,
S180295,Ruth,2.01,N,57.08,12.9,13.05,F,Bailey,,,,,1896.61,108.29,143.22,159.12,172.39,650.69,2323.53,0.285483046,0.377568398,0.419485292,0.454468763,1.715402745,6.125481781,,,,,,,,,
S180296,Ruth,1.95,N,58.99,11.78,14.79,M,Bailey,3.44,6.36,19,Grant,1896.07,117.72,166.79,190.53,175.64,729.5,2349.45,0.310431577,0.439830808,0.502433982,0.463168554,1.923715897,6.195578222,,,,,,,,,
S180297,Ruth,0.48,N,38.27,7.66,7.87,M,Bailey,,,,,1897.69,73.82,98.75,93.37,112.27,426.49,1564.16,0.194499629,0.260184751,0.246009622,0.295807008,1.123708298,4.121221064,,,,,,,,,
S180298,Ruth,0.81,N,43.53,9.18,10.42,F,Bailey,,,,,1913.07,84.38,118.13,134.83,149.1,518.87,1818.01,0.220535579,0.308744583,0.352391706,0.389687779,1.356118699,4.751551172,,,,,,,,,
S180299,Ruth,0.97,N,46.65,10.67,10.75,F,Louis,,,,,1897.37,85.99,135.48,140.1,168.88,552.29,1944.59,0.22660314,0.357020507,0.369195255,0.445037078,1.45540933,5.124435403,,,,,,,,,
S180300,Ruth,0.58,Y,40.21,8.43,9.38,F,Louis,,,,,1882.06,82.23,106.17,122.57,143.39,495.31,1648.37,0.218457435,0.282057958,0.325627238,0.380938971,1.31587197,4.37916432,,,,,,,,,White parasite on the left side
S180301,Ruth,1.04,N,48.4,10.99,10.94,F,Louis,,,,,1904.6,94.28,130.16,155.36,163.09,615.26,1976.02,0.247506038,0.341699044,0.407854668,0.428147643,1.615194792,5.187493437,,,,,,,,,
S180302,Ruth,0.55,N,40.55,8.14,8.82,F,Louis,,,,,1912.6,81.58,100,126.14,140.8,484.02,1626.28,0.213269894,0.261424239,0.329760535,0.368085329,1.265345603,4.251490118,,,,,,,,,
S180303,Ruth,1.49,N,52.66,11.69,12.53,F,Louis,,,,,1912.82,96.93,154.72,152.01,173.67,606.12,2200.06,0.253369371,0.404429063,0.397345281,0.453963258,1.584362355,5.75082862,,,,,,,,,
S180304,Ruth,1.47,N,53.69,11.49,12.34,F,Louis,,,,,1905.68,96.75,163.48,166.93,179.77,626.08,2330.62,0.253846396,0.428928257,0.437980144,0.471668906,1.642668234,6.114930104,,,,,,,,,
S180305,Ruth,1.44,N,52.39,12.12,13.1,M,Louis,,,,,1904.27,112.87,137.34,174.75,168.15,638.2,2112.06,0.296360285,0.360610628,0.458837245,0.441507769,1.675707752,5.545589649,,,,,,,,,
S180306,Ruth,2.16,N,59.56,13.04,14.15,F,Louis,,,,,1920.02,119.57,166.18,169.59,182.51,681.24,2504.32,0.311376965,0.432755909,0.441636025,0.475281508,1.77404402,6.521598733,,,,,,,,,
S180307,Ruth,1.64,N,56.97,11.27,12.18,F,Louis,,,,,1920.07,109.6,168.88,167.1,159.94,633.03,2336.12,0.285406261,0.439775633,0.435140386,0.416495232,1.648455525,6.083424042,,,,,,,,,
S180308,Ruth,0.73,N,43.15,8.64,9.15,F,Louis,,,,,1896.15,89.69,115,124.4,138.92,488.07,1768.16,0.236505551,0.303246051,0.32803312,0.36632123,1.287002611,4.66250033,,,,,,,,,
S180309,Ruth,3.61,N,73.61,15.52,17.35,F,Bailey,,,,,1872.02,141.62,179.66,219.11,211.38,798.14,2987.1,0.378254506,0.479855984,0.585223449,0.564577302,2.131761413,7.978280147,,,,,,,,,
S180310,Ruth,1.3,N,48.19,11.13,11.38,F,Bailey,,,,,1912.42,95.13,148.02,156.09,168.95,564,2024,0.248716286,0.38699658,0.408095502,0.441717824,1.474571485,5.291724621,,,,,,,,,
