FishID,Lake,Mass_g,Ectoparasites_YN,SL_mm,BodyDepth,BuccalCavityLength,Sex_MFU,ProcessedBy,GapeWidth,EpWidth,RakerNum,ProcessedBy,Scale ,Caudal Peduncle depth PINK ,Mouth Length  YELLOW ,Snout Length DARK BLUE,Eye Length GREEN ,Head length RED ,Standard Length BLACK ,Caudal peduncle,Jaw Length,Snout Length,Eye Diameter,Head Length,SL,RakerLength1,RakerLength2,RakerLength3,RakerLength4,IRSpace1,IRSpace2,IRSpace3,,Notes
S180778,Finger,0.89,Y,45.3,10.26,10.17,M,Louis,,,,,3536.04,141.8,190.54,265.15,279.8,980.82,3326.51,0.200506782,0.269425685,0.374925057,0.395640321,1.38689042,4.703722243,,,,,,,,,Brown spot on right side of the tail
S180779,Finger,0.9,N,45.76,10.16,10.12,M,Louis,,,,,3552.04,138.36,189.64,290.02,272.96,1040.77,3370.14,0.19476132,0.266945192,0.408244277,0.384229907,1.465031362,4.743949956,,,,,,,,,
S180780,Finger,1.02,N,50.31,10.52,11.4,F,Louis,2.66,5.47,23,Grant,3568.14,135.78,173.45,248.01,303.82,1029.02,3672.14,0.190267198,0.243053804,0.347534009,0.425740021,1.441955753,5.145734192,,,,,,,,,
S180781,Finger,1.14,N,50.48,11.02,10.99,F,Louis,2.81,5.58,21,Grant,3584.04,135.03,194.7,270.07,307.33,974.02,3769.03,0.188376804,0.271620852,0.376767558,0.428748005,1.358829701,5.258074687,,,,,,,,,
S180782,Finger,0.56,N,40.81,9.27,8.27,M,Louis,,,,,3576,109.66,153.26,229.47,258.26,870.88,2980.74,0.153327741,0.214289709,0.320847315,0.36110179,1.217673378,4.167701342,,,,,,,,,
S180783,Finger,0.65,N,44.23,9.22,9.19,F,Louis,,,,,3560.04,117.24,161.42,206.16,254.37,853.46,3258.21,0.164661071,0.226710936,0.289547309,0.357257222,1.198666307,4.576086224,,,,,,,,,
S180784,Finger,0.96,N,45.26,10.49,10.7,M,Louis,,,,,3550.04,142.09,196.33,250.8,284.25,988.82,3287.64,0.200124506,0.276518011,0.353235457,0.400347602,1.392688533,4.630426699,,,,,,,,,
S180785,Finger,0.39,N,35.77,7.42,8.17,U,Louis,1.75,3.98,20,Grant,3568.08,113.83,165.3,184.02,227.66,749.81,2574.85,0.159511558,0.231637183,0.257869779,0.319023116,1.050719154,3.608173023,,,,,,,,,
S180786,Finger,0.5,N,40.04,8.58,7.97,F,Louis,,,,,3564.02,106.17,145.12,192.94,239.3,788.07,2928.61,0.148946976,0.203590328,0.270677493,0.33571641,1.105591439,4.108576832,,,,,,,,,
S180787,Finger,0.9,N,47.4,9.84,10.66,M,Louis,,,,,3552.05,151.25,205.13,259.44,299.77,1029.07,3444.1,0.212905224,0.288748751,0.365197562,0.421967596,1.448557875,4.848045495,,,,,,,,,Weird white scar
S180788,Finger,0.59,N,41.06,8.69,9.19,U,Louis,,,,,3560.01,110.7,175.14,223.14,268.88,902.22,3048.38,0.155477091,0.245982455,0.313397996,0.377639389,1.267159362,4.281420558,,,,,,,,,
S180789,Finger,0.47,N,37.81,7.97,7.92,M,Louis,,,,,3560.01,107.38,167.88,182.58,245.15,745.55,2814.02,0.150814183,0.235785855,0.256431864,0.344310831,1.047117845,3.952264179,,,,,,,,,
S180790,Finger,0.53,N,40.91,7.98,8.55,M,Grant,,,,,3568.08,118.23,190.96,219.11,235.59,835.62,2925.3,0.165677339,0.267594897,0.307041883,0.330135535,1.170965898,4.099263469,,,,,,,,,
S180791,Finger,0.48,N,39.87,7.93,7.97,M,Grant,,,,,3568.04,114.34,200.87,195.37,235.23,826.37,2832.18,0.160228024,0.281485073,0.27377776,0.329634758,1.158016726,3.968817614,,,,,,,,,
S180826,Finger,0.95,N,46.82,9.72,10.09,F,Grant,,,,,3576.08,139.18,225.52,223.09,291.38,980.52,3428.52,0.194598555,0.315317331,0.311919756,0.4074014,1.370942485,4.793684705,,,,,,,,,
S180827,Finger,0.4,N,37.38,7.77,7.95,M,Grant,,,,,3568.32,101.73,161.75,188.67,224.79,722.87,2680.76,0.142546072,0.226647274,0.264368106,0.314980159,1.012899628,3.756333513,,,,,,,,,
S180828,Finger,1.2,N,50.59,10.59,11.08,M,Grant,,,,,3576.04,144.37,253.6,289.01,317.14,1076.74,3690.39,0.201857362,0.354582164,0.404092236,0.443423452,1.505492109,5.159883558,,,,,,,,,Nematode? in gut
S180829,Finger,1.25,N,50.56,10.53,10.65,F,Grant,,,,,3592.04,128.47,211.68,221.01,283.8,1005.91,3637.95,0.17882596,0.294651507,0.307638556,0.395040144,1.400193205,5.06390519,,,,,,,,,
S180830,Finger,1.33,N,49.01,11.38,10.18,F,Grant,,,,,3584.03,146.53,211.36,249,308.45,1052.19,3664.46,0.204420722,0.294863603,0.347374324,0.430311688,1.467886709,5.112206092,,,,,,,,,
S180831,Finger,0.8,N,42.98,9.44,9.81,F,Grant,,,,,3584.08,119.41,175.76,210.01,274,900.99,3167.4,0.166583893,0.24519542,0.292976161,0.382245932,1.256933439,4.418707172,,,,,,,,,
S180832,Finger,0.44,N,36.01,7.79,8.71,U,Louis,1.97,4.12,21,Grant,Hand on the picture ,,,,,,,,,,,,,,,,,,,,,
S180833,Finger,1.24,N,51.46,11.01,12.05,M,Louis,2.75,6.02,20,Grant,3592.01,174.48,266.6,306,327.37,1167.78,3851,0.242872375,0.371101417,0.425945362,0.455691939,1.625524428,5.360508462,,,,,,,,,
S180834,Finger,1.19,N,49.98,10.76,10.4,F,Louis,2.57,5.68,20,Grant,3584.04,138.42,157.78,234.48,303.98,1014.57,3603.55,0.193106104,0.220114731,0.327116885,0.424074508,1.41539994,5.027217888,,,,,,,,,
S180835,Finger,1.22,N,49.44,11.56,11.14,F,Louis,3.03,5.83,21,Grant,3576.08,146.33,211.07,267.09,304.84,1114.22,3723.79,0.204595535,0.295113644,0.373439632,0.42622089,1.557879018,5.206525022,,,,,,,,,
S180836,Finger,1.58,N,54.79,11.79,11.59,F,Grant,,,,,3584.01,150.96,242.24,243.01,310.34,1061,4008.51,0.210602091,0.337945486,0.339019701,0.432950801,1.480185602,5.592213749,,,,,,,,,
S180837,Finger,0.58,N,41.35,8.11,8.52,F,Grant,,,,,3560,103.85,160.11,188.2,254.06,823.16,3029.12,0.145856742,0.224873596,0.264325843,0.356825843,1.156123596,4.254382022,,,,,,,,,"fibrosis, but no worms"
S180838,Finger,0.56,N,41.58,8.77,8.86,M,Grant,,,,,3600.04,125.3,207.88,215.23,240.8,856.01,3008.68,0.174025844,0.288719014,0.298927234,0.334440728,1.188889568,4.178675792,,,,,,,,,
S180839,Finger,1.31,N,52.07,10.91,10.71,F,Grant,,,,,3592.08,139.41,210.06,269.5,309.91,1041.12,3898.27,0.194051914,0.292393265,0.375130843,0.431379591,1.449188214,5.426201532,,,,,,,,,
S180840,Finger,0.93,N,48.19,10.22,10.52,F,Grant,,,,,3600.08,132.09,215.2,240.17,296.32,1012.01,3504.98,0.183454257,0.298882247,0.333562032,0.41154641,1.40553821,4.867919602,,,,,,,,,
S180841,Finger,0.8,N,44.31,9.64,9.46,F,Grant,,,,,3584.01,116.56,197.29,220.11,262.05,879.54,3211.99,0.162611153,0.275236397,0.307072246,0.365582127,1.227033407,4.481000332,,,,,,,,,
S180842,Finger,0.72,N,41.78,9.46,9.13,M,Grant,,,,,3592.04,124.26,183.51,245.51,283.6,936.59,3064.09,0.17296578,0.255439806,0.34174174,0.394761751,1.303702075,4.26511119,,,,,,,,,
S180843,Finger,0.76,N,44.62,9.77,10.01,F,Grant,,,,,3600.04,137.94,211.34,238.57,294.93,960.6,3321.89,0.191581205,0.293524516,0.331343541,0.409620449,1.334151843,4.613684848,,,,,,,,,
S180844,Finger,0.5,N,40.48,8.58,7.93,U,Louis,,,,,3569.01,113.53,184.08,206.67,236.58,823.1,2992.17,0.159049709,0.257886641,0.289534073,0.331436449,1.153120893,4.191876739,,,,,,,,,
S180845,Finger,0.69,N,42.17,9.36,9.13,M,Louis,,,,,3592,139.7,204.16,244.69,258.55,898.72,3144.65,0.194459911,0.284187082,0.34060412,0.359896993,1.251002227,4.377296771,,,,,,,,,
S180846,Finger,0.64,N,42.88,8.95,9.1,F,Louis,,,,,3576.01,118.41,183.85,205,263.82,856.77,3174.82,0.165561618,0.257060243,0.286632308,0.368874807,1.197941281,4.439053582,,,,,,,,,
S180847,Finger,0.42,N,36.68,8.28,8.37,M,Louis,1.99,4.2,21,Grant,3592.01,110.93,196.77,212,243.24,822.41,2704.86,0.154412154,0.273899572,0.295099401,0.338584804,1.14477688,3.765106445,,,,,,,,,
S180848,Finger,1.04,N,45.77,10.8,10.31,F,Grant,,,,,3606,139.84,226.72,264.05,299.03,1002.58,3345.81,0.193899057,0.314364947,0.366125901,0.414628397,1.390155297,4.63922629,,,,,,,,,
S180850,Finger,1.2,N,49.05,10.8,10.77,F,Grant,,,,,3600.01,145.57,209.75,265.05,301.27,1029.74,3648.71,0.202179994,0.291318635,0.368123977,0.418429393,1.430190472,5.067638701,,,,,,,,,
S180851,Finger,1.02,N,49.94,9.6,10.89,F,Grant,,,,,3576.08,154.83,221.25,265.81,318.91,1050.58,3651.87,0.216480056,0.309347106,0.371649963,0.445893269,1.468898906,5.105967987,,,,,,,,,
S180852,Finger,1.03,N,48.99,10.58,11.03,F,Grant,,,,,3600.04,137.23,206.77,232.14,264.53,1032.33,3570.02,0.190595105,0.287177365,0.322413084,0.367398696,1.433775736,4.958306019,,,,,,,,,
S180853,Finger,0.94,N,46.92,10.41,10.69,F,Grant,,,,,3568.01,143.06,183.69,232,316.01,1012.61,3427.23,0.200475896,0.257412395,0.325111196,0.442837884,1.419012279,4.802719163,,,,,,,,,
S180854,Finger,1.39,N,54.69,10.97,11.5,F,Grant,,,,,3584.03,162.21,216.7,300.01,306.44,1122.68,4057.44,0.226295539,0.302313318,0.418537233,0.427507582,1.566225729,5.66044369,,,,,,,,,
S180855,Finger,0.72,N,43.73,9.27,8.91,M,Grant,,,,,3564.02,152.84,218.7,242.7,272.33,906.06,3208.04,0.214420795,0.30681646,0.340486305,0.382054534,1.271120813,4.500592028,,,,,,,,,
S180856,Finger,1.27,N,50.73,11.53,10.32,F,Grant,2.67,5.54,19,Grant,3676.01,136,168.28,261.36,304.43,1019.54,3616.22,0.184983175,0.228889475,0.355494136,0.414076676,1.386748132,4.918675412,,,,,,,,,
S180857,Finger,1.27,Y,48.14,11.49,10.48,F,Louis,3.07,5.89,18,Grant,3592.01,145.93,225.53,259.16,311.77,1070.17,3671.95,0.203131394,0.313932868,0.360745098,0.433977077,1.489653425,5.111274746,,,,,,,,,Brown spot under left fin
S180858,Finger,0.38,N,36.64,7.98,7.78,U,Louis,,,,,3544,106.09,179.19,189.63,222.18,803.75,2639.69,0.149675508,0.252807562,0.267536682,0.313459368,1.133958804,3.724167607,,,,,,,,,
S180859,Finger,0.4,N,37.51,7.66,7.65,F,Louis,,,,,3584,109.7,173.18,187.04,246.56,770.17,2810.92,0.153041295,0.241601563,0.2609375,0.343973214,1.074455915,3.921484375,,,,,,,,,
S180860,Finger,0.47,N,37.57,8.51,8.35,F,Louis,,,,,3552.01,124.46,193.66,204.24,231.49,796.17,2826.9,0.175196579,0.272606215,0.287499191,0.325857754,1.120731642,3.979296229,,,,,,,,,
S180861,Finger,0.46,N,38.85,8.59,7.75,F,Louis,,,,,3600.01,103.95,165.26,194.67,243.97,798.96,2896,0.144374599,0.22952714,0.270374249,0.338846281,1.109663584,4.022211049,,,,,,,,,
S180862,Finger,0.36,N,35.52,7.91,7.8,U,Louis,,,,,3592.14,102.43,174.44,195.17,228.97,754.64,2601.77,0.142575178,0.242807908,0.271662574,0.318709739,1.050404494,3.621476334,,,,,,,,,
S180863,Finger,0.29,N,34.68,7.21,7.59,U,Louis,,,,,3568.01,97.32,146.86,180.07,230.23,735.84,2561.61,0.136378542,0.205800993,0.252339539,0.322630822,1.031163029,3.589690051,,,,,,,,,
S180864,Finger,0.43,N,37.12,7.62,7.14,F,Louis,,,,,3568.01,104.92,143.54,183,232.73,755.66,2795.31,0.147028736,0.201148539,0.25644547,0.326134176,1.058937615,3.917183528,,,,,,,,,
S180993,Finger,1.71,Y,51.35,13.09,11.57,F,Louis,3.08,6.41,19,Grant,3615.45,166.4,193.45,288.31,324.64,1117.31,3924.7,0.230123498,0.267532396,0.398719385,0.448962093,1.545188013,5.427678436,,,,,,,,,Black spots on left pectoral
S180994,Finger,0.85,Y,46.12,9.62,10.3,M,Louis,,,,,3590.99,141.6,233.45,249.45,316.51,991.09,3468.47,0.197160115,0.325049638,0.347327617,0.440700197,1.379967641,4.829406375,,,,,,,,,Black spots end of the tail
S180995,Finger,0.98,N,46.75,10.5,10.25,F,Louis,2.68,5.6,18,Grant,3606.96,143.41,222.28,261.16,296.81,1016.36,3564.65,0.198796216,0.308126511,0.362022312,0.411440659,1.408887262,4.941349502,,,,,,,,,
S180996,Finger,0.67,N,43.43,9.25,9.12,M,Louis,1.98,4.84,20,Grant,3583.26,136.14,204.86,234.48,268.02,939.58,3253.86,0.189966678,0.285857013,0.327188091,0.373989049,1.311068692,4.540362686,,,,,,,,,
S180997,Finger,0.8,N,45.56,9.77,10.39,F,Louis,2.55,5.34,23,Grant,3596.02,128.72,209.15,253.13,295.6,1020.73,3415.62,0.178975645,0.290807615,0.351958554,0.41100995,1.419249615,4.749167135,,,,,,,,,
S180998,Finger,0.53,N,39.64,8.47,8.64,F,Louis,2.12,4.26,20,Grant,3596.02,111.46,188.98,197.34,245.72,836.96,2947.52,0.154976891,0.262762721,0.274386683,0.341655497,1.163731014,4.098308686,,,,,,,,,
S180999,Finger,0.56,N,40.79,8.45,8.51,F,Louis,,,,,3598.02,111.63,193.61,195.83,264.95,834.04,3048.97,0.155126987,0.269050756,0.272135786,0.368188615,1.159026353,4.237010912,,,,,,,,,
S181000,Finger,0.5,N,36.99,7.58,9.06,U,Louis,,,,,3598.98,115.78,206.98,224,260.31,846.73,2821.08,0.16085113,0.287553696,0.311199284,0.361644133,1.176347187,3.919277129,,,,,,,,,
S180001,G,1.37,N,56.44,10.4,13.79,M,Bailey,2.73,6.3,20,Grant,852.34,40.81,49.19,94.62,76.56,292.46,1033.98,0.23939977,0.288558556,0.555060187,0.44911655,1.715629913,6.065537227,,,,,,,,,
S180002,G,1.13,N,52.28,10.14,12.7,F,Bailey,2.77,5.84,21,Grant,848.6,35.34,50.03,63.84,67.49,253.42,919.47,0.208225312,0.294779637,0.376148951,0.397654961,1.493165213,5.417570115,,,,,,,,,
S180003,G,1.18,N,51.31,9.81,13.38,M,Bailey,2.88,5.57,22,Grant,854,40,62.5,86.48,70.86,283.85,935.6,0.234192038,0.365925059,0.506323185,0.414871194,1.661885246,5.477751756,,,,,,,,,
S180004,G,1.26,N,52.31,10.63,13.23,M,Bailey,,,,,850.24,38.66,61.86,85.11,70.02,276.35,934.17,0.227347573,0.363779639,0.50050574,0.41176609,1.625129375,5.493566522,,,,,,,,,
S180005,G,0.69,N,43.43,8.45,9.45,F,Bailey,2.26,4.96,21,Grant,849.47,30.02,58.57,63.46,65.75,232.65,806.9,0.176698412,0.34474437,0.373527023,0.387006016,1.369383263,4.749431999,,,,,,,,,
S180006,G,1.17,Y,50.16,10.75,12.6,M,Bailey,2.9,5.74,21,Grant,852.12,40.01,63.43,83.06,74.67,274.23,898.01,0.234767404,0.372189363,0.487372671,0.438142515,1.609104351,5.269269586,,,,,,,,,White spots on side and back
S180007,G,0.66,N,43.8,8.97,10.01,F,Bailey,2.04,4.96,21,Grant,856.19,32.83,47.54,63.52,55,228.43,786.5,0.191721464,0.277625294,0.370945701,0.32119039,1.333991287,4.593022577,,,,,,,,,
S180008,G,1.09,N,48.39,9.7,11.96,M,Bailey,2.29,5.15,21,Grant,854.87,34.56,58.99,76.29,65.75,246.69,870.06,0.202135997,0.34502322,0.446208195,0.384561395,1.44285096,5.088843918,,,,,,,,,
S180009,G,0.58,N,40.85,8.08,9.31,F,Bailey,2.07,4.73,21,Grant,830.96,29.67,42.89,58.04,59.56,215.61,732.61,0.178528449,0.258074998,0.34923462,0.358380668,1.297354867,4.408214595,,,,,,,,,
S180010,G,1.53,N,56.59,11.34,14.1,M,Bailey,2.81,6.25,20,Grant,828.09,45.33,69.71,80.71,72.38,296.17,990.05,0.273702134,0.420908355,0.487326257,0.437029791,1.788271806,5.977913029,,,,,,,,,
S180011,G,1.27,N,50.26,10.53,11.94,F,Bailey,,,,,824.02,41.59,64.83,67.08,66.56,252.1,906.08,0.25236038,0.393376374,0.407028956,0.403873692,1.529695881,5.497924808,,,,,,,,,
S180012,G,1.37,N,52.24,10.54,12.96,M,Bailey,,,,,821.19,47.94,66.94,79.85,69.74,284.25,939.94,0.291893472,0.407579245,0.486184683,0.424627675,1.730720053,5.723036082,,,,,,,,,
S180013,G,0.99,N,48.48,9.26,11.28,F,Bailey,,,,,822,38.76,66.77,64.94,62.71,265.01,891.13,0.235766423,0.406143552,0.395012166,0.381447689,1.611982968,5.420498783,,,,,,,,,
S180014,G,0.9,N,48.66,9.62,11.37,F,Bailey,,,,,828.09,38.55,51.05,63.18,62.8,252.13,865.33,0.232764555,0.308239443,0.381480274,0.379185837,1.522358681,5.224854786,,,,,,,,,
S180015,G,0.95,N,50.51,9.79,11.8,F,Bailey,2.48,5.53,,Grant,828.02,36.35,64.86,64.16,60.72,245.35,873.02,0.219499529,0.391657206,0.387430255,0.36665781,1.481546339,5.271732567,,,,,,,,,
S180016,G,1.31,N,53.99,9.98,11.83,F,Bailey,2.63,5.59,,Grant,813.27,37.34,70,66,64.29,261.67,942,0.229567057,0.430361381,0.405769302,0.395256188,1.608752321,5.791434579,,,,,,,,,
S180017,G,0.71,N,44.49,8.47,10.17,F,Bailey,2.13,5.13,,Grant,828.54,37.54,55.49,61.1,64.23,224.95,793.45,0.226543076,0.33486615,0.368720883,0.38760953,1.357508388,4.788241968,,,,,,,,,
S180018,G,1.76,N,60.95,11.51,14.98,M,Bailey,2.91,6.7,,Grant,810.67,53.27,68.88,88.41,81.02,313.19,1047.52,0.328555393,0.42483378,0.545289699,0.499710116,1.931673801,6.460828697,,,,,,,,,
S180019,G,0.85,N,44.25,8.56,9.79,F,Bailey,2.56,5.4,,Grant,822.14,38.15,58.76,64.21,66.25,240.85,828.14,0.232016445,0.35736006,0.390505267,0.402911913,1.464774856,5.036490136,,,,,,,,,
S180020,G,1.82,N,56.61,12.05,14.02,M,Bailey,,,,,822.14,49.51,73.89,83.15,69.52,289.07,1000.98,0.301104435,0.449376019,0.505692461,0.422799037,1.758033911,6.087649305,,,,,,,,,
S180021,G,1.73,N,57.11,12.18,12.79,F,Grant,,,,,819.2,42.57,65.57,71.18,74.58,290.08,1047.07,0.25982666,0.40020752,0.434448242,0.455200195,1.770507813,6.390808105,,,,,,,,,
S180022,G,1.19,N,49.07,10.19,10.35,F,Grant,,,,,816.79,39.7,56.13,67.27,68.05,258.7,876.62,0.243024523,0.34360117,0.411794953,0.416569743,1.583638389,5.366250811,,,,,,,,,
S180023,G,1.86,N,57.26,11.69,13.71,M,Grant,,,,,822.09,56,79.13,87.32,74.58,288.25,1011.02,0.340595312,0.48127334,0.531085404,0.453599971,1.753153548,6.149083434,,,,,,,,,
S180024,G,1.08,N,51.69,9.87,11.44,F,Grant,,,,,825.02,42.42,65.73,68.64,66.46,264,927.04,0.257084677,0.398353979,0.415989915,0.402778115,1.599961213,5.618288042,,,,,,,,,
S180025,G,1,N,46.63,9.83,10.79,M,Grant,,,,,814.08,45.3,62.55,68.89,66.1,235.26,825.27,0.278228184,0.384176002,0.423115664,0.405979756,1.444943986,5.068727889,,,,,,,,,Several round tumors beneath skin
S180026,G,1.34,N,52.65,10.34,13.24,M,Grant,,,,,828.09,47.51,72.42,85.46,71.18,279,942.58,0.286864954,0.437271311,0.516006714,0.429784202,1.6845995,5.691289594,,,,,,,,,
S180027,G,1.15,N,48.53,9.62,11.45,M,Grant,,,,,819.17,44.84,65.96,76.08,68.94,264,867.33,0.273691664,0.402602634,0.464372475,0.420791777,1.611387136,5.293956077,,,,,,,,,
S180028,G,0.86,N,47.37,8.76,10.24,F,Grant,,,,,831.44,36.39,56.54,56.19,60.39,223.06,819.05,0.218837198,0.340012508,0.337907726,0.363165111,1.341407678,4.925490715,,,,,,,,,
S180029,G,1.72,N,59.15,12.09,15.45,M,Grant,,,,,831.54,51.59,76.96,81.19,76.73,306.1,1029.77,0.310207567,0.462755851,0.488190586,0.461372874,1.840560887,6.191945066,,,,,,,,,
S180030,G,1.06,N,48.65,9.85,11.08,F,Grant,,,,,825.35,41.56,55.38,62.85,63.79,253.09,843.05,0.251771976,0.335494033,0.380747562,0.386442116,1.533228327,5.107227237,,,,,,,,,
S180031,G,1.22,N,49.28,10.82,11.76,F,Louis,,,,,822.05,40.61,54.28,63.74,57.06,243.17,915.31,0.24700444,0.330150234,0.387689313,0.347059181,1.479046287,5.567240435,,,,,,,,,
S180032,G,0.63,Y,42.31,8.59,10.27,F,Louis,,,,,828.05,35.61,48.06,53.95,60.31,210.24,747.49,0.215023247,0.290199867,0.325765352,0.36416883,1.269488557,4.513555945,,,,,,,,,Mussel
S180033,G,0.83,N,47,9.32,9.84,F,Louis,,,,,828.14,38.62,52.13,60.21,60.1,224.05,825.27,0.233173135,0.314741469,0.363525491,0.362861352,1.352730215,4.982672012,,,,,,,,,
S180034,G,0.64,N,41.17,7.67,8.25,F,Louis,,,,,828,34.75,51.31,48.53,60.93,216.58,740.44,0.209842995,0.309842995,0.293055556,0.367934783,1.307850242,4.471256039,,,,,,,,,
S180035,G,1.04,N,46.53,9.79,10.4,M,Louis,,,,,832.95,48.76,57.95,71.63,65.39,252.01,832.32,0.29269464,0.347860016,0.42997779,0.39252056,1.512755868,4.99621826,,,,,,,,,
S180036,G,1.2,N,48.44,10.47,11.44,M,Louis,,,,,824.55,40.52,61.52,84.51,70.54,279.01,911.18,0.245709781,0.373051968,0.512461343,0.427748469,1.691892547,5.525316839,,,,,,,,,
S180037,G,1.2,N,50.92,10.1,13.11,M,Louis,,,,,826,38.67,77.39,80.53,72.14,276.54,926,0.234079903,0.46846247,0.487469734,0.436682809,1.673970944,5.605326877,,,,,,,,,
S180038,G,1.24,N,55.28,10.2,12.58,M,Louis,,,,,817.78,40.48,64.16,62.03,66.11,255.99,946,0.247499327,0.392281543,0.37925848,0.404204065,1.565151997,5.783951674,,,,,,,,,
S180039,G,0.94,N,49.55,9.73,11.56,F,Louis,,,,,826.02,36.01,49.34,61.71,66.24,234.78,872.29,0.21797293,0.298661049,0.373538171,0.400958815,1.42115203,5.280077964,,,,,,,,,
S180040,G,0.92,N,44.73,8.14,9.85,F,Louis,,,,,826.24,33.38,45.61,59.88,55.66,217.05,794.36,0.201999419,0.276009392,0.362364446,0.336827072,1.313480345,4.807077847,,,,,,,,,
S180041,G,1.34,N,54.91,10.65,12.86,M,Louis,,,,,816.35,43.57,62.65,87.1,72.5,298.63,992.05,0.266858578,0.383720218,0.533472163,0.444049734,1.829056165,6.076131561,,,,,,,,,
S180042,G,0.7,N,44.76,8.7,9.99,F,Louis,,,,,832.12,31.33,46.87,55.52,58.35,210.35,782.37,0.188254098,0.281630053,0.33360573,0.350610489,1.263940297,4.70106475,,,,,,,,,
S180043,G,0.8,N,48.45,9.35,9.75,F,Louis,,,,,831.63,34.14,54.73,60.78,65.3,223.11,850.19,0.205259551,0.329052584,0.365426933,0.39260248,1.341401825,5.111588086,,,,,,,,,
S180044,G,1.5,N,50.48,11.84,12.07,U,Louis,,,,,828.09,39.33,60.92,68.99,70.54,253.02,898.02,0.237474188,0.367834414,0.416561002,0.425919888,1.527732493,5.422236713,,,,,,,,,
S180045,G,1.34,N,48.45,10.44,10.83,F,Louis,,,,,829.13,38.25,60.48,65.58,69.43,258.1,920.02,0.230663467,0.364719646,0.395474775,0.418691882,1.556450738,5.54810464,,,,,,,,,
S180046,G,0.87,N,47.56,9.26,10.72,F,Louis,,,,,830.35,31.18,56.26,58.76,65.75,230.39,834,0.187752153,0.338772807,0.3538267,0.395917384,1.387306557,5.021978684,,,,,,,,,
S180047,G,0.97,N,48.49,8.75,10.22,F,Louis,,,,,828,31.58,63.69,59.67,63.09,229.34,871.75,0.190700483,0.384601449,0.360326087,0.380978261,1.384903382,5.264190821,,,,,,,,,
S180048,G,1.07,N,49.59,9.84,11.64,M,Louis,,,,,825.4,38.98,67.39,84.87,73.84,277.74,910.26,0.236127938,0.408226315,0.514114369,0.44729828,1.682456991,5.514053792,,,,,,,,,
S180049,G,1.56,N,57.35,10.62,14.56,M,Louis,,,,,825.4,42.67,78.17,90.44,66.9,312.45,1017.36,0.258480737,0.473527986,0.547855585,0.405258057,1.892718682,6.162830143,,,,,,,,,
S180050,G,0.84,N,46.3,8.96,10.48,F,Louis,,,,,818.63,35.29,44.78,61.96,71.4,237.26,877.16,0.215543041,0.273505735,0.378437145,0.436094451,1.449128422,5.35748751,,,,,,,,,
S180051,G,0.91,N,47.95,9.53,10.21,F,Bailey,,,,,806.12,39.08,54.8,68.83,69.8,249.2,864.33,0.242395673,0.339899767,0.42692155,0.432938024,1.545675582,5.361050464,,,,,,,,,
S180052,G,1.05,N,45.08,8.99,10.3,F,Bailey,,,,,824.09,33.71,58.47,57.38,66.95,234.62,828,0.204528632,0.354754942,0.348141587,0.406205633,1.423509568,5.023723137,,,,,,,,,
S180053,G,1.08,N,48.58,9.66,11.94,F,Bailey,,,,,830.79,36.79,61.94,62.54,69.66,256.15,894.57,0.221415761,0.372777718,0.376388738,0.419239519,1.541604978,5.383851515,,,,,,,,,
S180054,G,1.62,N,55.8,10.26,14.24,M,Bailey,,,,,830.29,42.85,80.31,88.07,72.25,290.56,998.24,0.258042371,0.483626203,0.530356863,0.435088945,1.749750087,6.011393609,,,,,,,,,
S180055,G,1.32,N,52.1,9.82,11.6,F,Bailey,,,,,824.06,34.85,55.85,56.6,62.95,237.08,912.32,0.21145305,0.338870956,0.343421596,0.381950343,1.438487489,5.535519258,,,,,,,,,
S180056,G,1.14,N,50.37,10.5,12.01,F,Bailey,,,,,827.9,35.51,58.7,64.04,70.09,268.04,908.88,0.214458268,0.354511414,0.386761686,0.423299915,1.61879454,5.489068728,,,,,,,,,"Missing Tag, Replace upon finding"
S180057,G,1.2,N,53.77,9.28,12.16,F,Bailey,,,,,828.02,39.19,53.67,62.77,64.07,251.02,925.95,0.236648873,0.324086375,0.379036738,0.38688679,1.515784643,5.59135045,,,,,,,,,
S180058,G,0.73,N,46.77,8.74,10.87,F,Bailey,,,,,824.12,31.25,57.4,60.72,59.75,235.98,829.39,0.189596175,0.348250255,0.368392953,0.362507887,1.431708974,5.031973499,,,,,,,,,
S180059,G,1.09,N,50.68,8.64,11.94,F,Bailey,,,,,830.04,36.06,61.07,65.37,66.67,257.97,894.44,0.217218447,0.367873837,0.393776204,0.401607152,1.553961255,5.387933112,,,,,,,,,
S180060,G,1.65,N,57.38,10.5,13.92,M,Bailey,,,,,824.02,43.76,74.61,88.57,65.95,307.67,1031.76,0.265527536,0.452719594,0.537426276,0.400172326,1.866884299,6.260527657,,,,,,,,,
S180061,G,1.27,N,49.19,10.28,13.62,F,Louis,,,,,828,38.41,69.38,79.64,67.88,270.89,907.19,0.231944444,0.418961353,0.480917874,0.409903382,1.635809179,5.478200483,,,,,,,,,
S180062,G,1.33,N,48.03,9.42,13.39,F,Louis,,,,,828.78,39.57,64.81,79.1,65.06,260.68,916.96,0.23872439,0.390996404,0.477207462,0.392504645,1.572673086,5.531986776,,,,,,,,,
S180063,G,1.17,N,51.33,9.83,11.45,F,Louis,,,,,832.66,34.93,54.04,61.21,67.94,243.4,914.26,0.209749478,0.324502198,0.367556986,0.40796964,1.461580957,5.489995917,,,,,,,,,
